NU_ANO,NU_IDADE,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_LC,NU_NOTA_MT,SG_UF_PROVA,TP_PRESENCA_D1,TP_PRESENCA_D2,TP_SEXO
2015,24.0,555.8,529.5,551.8,490.7,Mato Grosso do Sul,1,1,M
2015,21.0,589.2,539.5,554.6,624.2,Ceará,1,1,M
2015,17.0,617.3,470.7,493.6,522.8,Paraná,1,1,F
2015,23.0,616.6,535.9,473.6,516.7,Goiás,1,1,M
2015,20.0,664.8,598.5,611.4,539.5,Ceará,1,1,F
2015,34.0,,,,,Goiás,0,0,M
2015,28.0,746.1,639.9,638.8,615.6,Minas Gerais,1,1,F
2015,44.0,556.9,431.0,526.7,468.1,Rio de Janeiro,1,1,F
2015,18.0,647.1,694.4,616.5,788.7,Ceará,1,1,M
2015,17.0,568.4,366.5,507.0,393.3,São Paulo,1,1,F
2015,17.0,623.7,520.1,592.8,543.8,Goiás,1,1,F
2015,22.0,608.9,517.3,522.5,438.9,Bahia,1,1,M
2015,19.0,,,,,Tocantins,0,0,M
2015,20.0,623.6,491.8,363.6,678.0,Minas Gerais,1,1,M
2015,19.0,,,,,Ceará,0,0,M
2015,21.0,,,,,Bahia,0,0,F
2015,33.0,,,,,Rio de Janeiro,0,0,F
2015,30.0,,,,,Paraná,0,0,F
2015,20.0,598.9,574.1,547.8,522.5,Paraná,1,1,F
2015,21.0,543.5,377.9,552.7,344.3,São Paulo,1,1,F
2015,20.0,592.1,521.8,569.8,412.2,Ceará,1,1,M
2015,37.0,609.5,577.1,572.9,450.4,Rio Grande do Sul,1,1,M
2015,17.0,644.5,606.9,589.7,537.5,Sergipe,1,1,M
2015,18.0,626.8,544.7,645.1,520.8,Rio de Janeiro,1,1,M
2015,29.0,600.4,571.3,582.6,478.0,Sergipe,1,1,M
2015,22.0,507.9,479.4,516.5,458.6,Alagoas,1,1,F
2015,17.0,626.4,482.2,606.6,515.3,São Paulo,1,1,F
2015,23.0,585.3,438.3,544.3,408.3,São Paulo,1,1,F
2015,25.0,,,,,Goiás,0,0,F
2015,42.0,,,,,Espírito Santo,0,0,F
2015,25.0,525.4,489.9,510.1,432.3,São Paulo,1,1,F
2015,29.0,,,,,São Paulo,0,0,F
2015,18.0,617.8,453.1,565.7,400.0,Sergipe,1,1,F
2015,29.0,667.5,517.7,626.4,560.6,Minas Gerais,1,1,F
2015,18.0,685.6,638.0,588.0,703.9,Rio de Janeiro,1,1,M
2015,20.0,489.9,426.1,473.3,343.4,São Paulo,1,1,F
2015,18.0,,,,,Rio de Janeiro,0,0,M
2015,18.0,648.6,544.1,640.9,561.3,Rio Grande do Sul,1,1,F
2015,23.0,524.8,399.9,468.6,413.6,Minas Gerais,1,1,M
2015,19.0,392.7,362.0,418.5,438.0,Bahia,1,1,M
2015,39.0,590.4,539.7,394.7,532.1,Minas Gerais,1,1,M
2015,19.0,614.1,490.4,565.6,481.9,São Paulo,1,1,F
2015,19.0,529.5,465.4,505.1,414.6,Rio Grande do Sul,1,1,F
2015,20.0,701.6,557.1,606.4,626.2,Minas Gerais,1,1,M
2015,18.0,575.1,476.6,521.5,487.7,Minas Gerais,1,1,F
2015,22.0,484.0,464.4,447.1,461.9,Rio Grande do Sul,1,1,M
2015,34.0,681.7,502.7,610.2,474.3,Rio Grande do Sul,1,1,M
2015,19.0,615.2,455.3,547.0,400.2,São Paulo,1,1,F
2015,37.0,453.5,523.2,439.6,407.8,Minas Gerais,1,1,F
2015,20.0,381.0,474.2,442.1,413.7,Santa Catarina,1,1,F
2015,23.0,528.0,453.3,537.7,421.1,Rio Grande do Norte,1,1,F
2015,23.0,,,,,São Paulo,0,0,F
2015,22.0,536.0,547.6,530.7,583.2,São Paulo,1,1,F
2015,21.0,493.4,394.7,473.3,461.2,Distrito Federal,1,1,F
2015,29.0,,,,,Rondônia,0,0,F
2015,17.0,518.2,440.5,504.2,335.2,Santa Catarina,1,1,F
2015,25.0,583.7,582.2,576.8,666.2,Santa Catarina,1,1,F
2015,57.0,566.1,385.0,474.7,434.6,Pernambuco,1,1,M
2015,18.0,566.6,445.8,512.4,406.4,Goiás,1,1,F
2015,19.0,560.0,463.6,532.3,498.6,Rio de Janeiro,1,1,M
2015,24.0,582.3,425.0,473.6,538.1,Minas Gerais,1,1,F
2015,26.0,,,,,Goiás,0,0,M
2015,17.0,643.7,583.2,575.4,594.4,São Paulo,1,1,M
2015,20.0,519.6,364.4,481.7,359.8,Santa Catarina,1,1,F
2015,18.0,469.5,456.9,461.6,423.0,Minas Gerais,1,1,F
2015,17.0,584.7,456.8,537.8,542.0,Bahia,1,1,F
2015,24.0,620.8,435.0,537.8,552.7,Ceará,1,1,M
2015,20.0,685.8,673.2,678.7,716.1,Minas Gerais,1,1,F
2015,22.0,539.9,433.0,502.2,499.5,Pará,1,1,M
2015,19.0,620.0,483.6,514.6,687.1,Minas Gerais,1,1,F
2015,18.0,563.7,424.6,491.5,387.5,São Paulo,1,1,M
2015,32.0,702.3,646.4,656.6,700.4,Minas Gerais,1,1,M
2015,20.0,614.1,547.7,620.0,623.4,Minas Gerais,1,1,F
2015,22.0,692.1,680.4,587.8,719.6,Rio de Janeiro,1,1,F
2015,20.0,505.3,457.4,465.2,438.0,São Paulo,1,1,M
2015,23.0,,,,,Bahia,0,0,M
2015,23.0,646.9,560.4,560.5,672.5,Espírito Santo,1,1,M
2015,18.0,,,,,São Paulo,0,0,F
2015,19.0,,,,,Minas Gerais,0,0,F
2015,19.0,514.9,538.6,355.7,517.4,Ceará,1,1,M
2015,29.0,571.2,546.4,532.5,399.6,Paraná,1,1,M
2015,18.0,574.8,488.2,578.9,537.0,Bahia,1,1,M
2015,21.0,612.2,451.6,548.8,589.4,Rio de Janeiro,1,1,M
2015,26.0,624.4,516.8,627.8,632.7,São Paulo,1,1,M
2015,26.0,606.0,484.4,545.8,386.4,Pará,1,1,F
2015,17.0,469.9,478.4,460.6,350.8,Sergipe,1,1,M
2015,18.0,596.9,601.9,537.6,524.5,Minas Gerais,1,1,F
2015,19.0,568.8,423.0,469.7,419.0,Pernambuco,1,1,F
2015,16.0,555.0,380.8,463.9,434.5,Paraná,1,1,F
2015,22.0,628.5,496.5,593.2,617.3,Espírito Santo,1,1,F
2015,28.0,606.3,476.4,534.2,527.5,Espírito Santo,1,1,M
2015,28.0,629.0,467.0,534.9,530.4,Rio de Janeiro,1,1,F
2015,16.0,679.6,564.8,651.9,537.3,São Paulo,1,1,M
2015,16.0,580.1,488.0,487.5,544.1,Sergipe,1,1,F
2015,21.0,582.2,484.8,532.5,540.6,Ceará,1,1,F
2015,30.0,,,,,Ceará,0,0,F
2015,41.0,489.0,421.8,478.3,409.0,Bahia,1,1,M
2015,22.0,473.3,461.8,537.0,439.9,Bahia,1,1,F
2015,17.0,672.6,563.8,613.6,701.2,Bahia,1,1,F
2015,17.0,623.0,645.4,614.1,673.5,Rio Grande do Sul,1,1,F
2015,21.0,564.2,501.2,433.0,426.9,Ceará,1,1,M
2015,50.0,565.3,409.5,568.7,340.3,Pernambuco,1,1,F
2015,37.0,,,,,Rio Grande do Sul,0,0,F
2015,31.0,521.7,417.4,498.7,372.2,Piauí,1,1,M
2015,26.0,562.9,372.2,571.9,410.4,Pernambuco,1,1,F
2015,24.0,,,,,São Paulo,0,0,F
2015,28.0,625.7,579.5,572.3,491.8,Minas Gerais,1,1,F
2015,29.0,609.3,516.9,559.0,592.1,Rio Grande do Sul,1,1,F
2015,20.0,632.3,488.5,516.1,516.6,Paraná,1,1,M
2015,22.0,556.4,399.5,502.8,452.4,São Paulo,1,1,M
2015,21.0,567.7,500.1,618.7,522.3,Bahia,1,1,M
2015,25.0,581.2,410.8,578.6,360.2,Rio de Janeiro,1,1,M
2015,27.0,631.8,487.4,616.9,569.9,Bahia,1,1,F
2015,20.0,703.0,650.5,653.2,794.5,Piauí,1,1,F
2015,18.0,666.2,562.4,628.1,467.1,Paraná,1,1,F
2015,18.0,614.1,461.6,590.8,506.9,São Paulo,1,1,F
2015,23.0,514.5,440.3,526.4,377.6,Piauí,1,1,M
2015,47.0,,,,,Bahia,0,0,F
2015,18.0,567.3,539.6,437.7,529.3,Goiás,1,1,M
2015,22.0,571.8,474.7,509.1,486.0,Rio Grande do Sul,1,1,F
2015,17.0,618.9,556.1,568.2,348.0,Pernambuco,1,1,F
2015,27.0,,,,,Rio de Janeiro,0,0,F
2015,23.0,,,,,Minas Gerais,0,0,M
2015,35.0,,,,,Pernambuco,0,0,F
2015,18.0,601.3,511.3,545.1,637.0,Pernambuco,1,1,M
2015,18.0,583.1,562.8,549.8,545.5,São Paulo,1,1,F
2015,18.0,558.3,530.9,559.0,404.9,Bahia,1,1,F
2015,18.0,656.8,520.9,596.3,510.2,Mato Grosso do Sul,1,1,F
2015,18.0,446.6,417.5,515.5,423.9,Pernambuco,1,1,F
2015,18.0,636.6,606.6,636.2,600.5,Bahia,1,1,F
2015,19.0,535.0,447.7,481.2,518.1,Espírito Santo,1,1,F
2015,22.0,572.4,416.5,517.1,463.0,Goiás,1,1,F
2015,21.0,648.9,544.8,605.2,472.4,São Paulo,1,1,M
2015,21.0,626.2,491.9,583.3,521.1,Minas Gerais,1,1,F
2015,17.0,691.5,662.3,629.1,535.6,Mato Grosso do Sul,1,1,F
2015,27.0,618.9,544.8,549.5,580.1,Pernambuco,1,1,M
2015,19.0,679.2,610.0,642.7,740.1,Rio de Janeiro,1,1,M
2015,19.0,504.3,378.1,412.1,450.0,Bahia,1,1,F
2015,21.0,483.1,375.0,481.6,379.6,Bahia,1,1,F
2015,19.0,674.3,587.9,591.8,569.8,Minas Gerais,1,1,M
2015,22.0,,,,,Rio de Janeiro,0,0,F
2015,23.0,585.5,498.8,585.2,486.7,Paraná,1,1,F
2015,18.0,672.5,613.1,658.5,707.8,Rio de Janeiro,1,1,M
2015,21.0,611.9,480.5,567.8,377.5,São Paulo,1,1,F
2015,26.0,,,,,Santa Catarina,0,0,F
2015,21.0,543.9,518.4,509.9,599.0,Ceará,1,1,F
2015,19.0,611.7,441.4,551.1,462.7,Pará,1,1,F
2015,40.0,592.6,532.5,522.4,386.9,Minas Gerais,1,1,M
2015,19.0,597.2,610.8,566.4,646.1,Piauí,1,1,F
2015,27.0,596.8,511.1,499.8,443.9,Espírito Santo,1,1,M
2015,22.0,527.5,483.0,511.4,373.4,Paraná,1,1,F
2015,25.0,579.2,410.1,534.3,364.7,Paraná,1,1,F
2015,22.0,553.0,438.9,519.5,390.7,Rio de Janeiro,1,1,F
2015,30.0,,,,,Bahia,0,0,F
2015,18.0,503.4,395.1,455.0,323.6,Bahia,1,1,F
2015,17.0,679.2,627.2,620.7,817.3,São Paulo,1,1,M
2015,18.0,629.6,665.4,626.2,663.1,Minas Gerais,1,1,F
2015,20.0,547.8,519.8,521.6,448.2,Pará,1,1,M
2015,20.0,570.5,454.9,535.3,445.6,Rio Grande do Sul,1,1,F
2015,27.0,593.4,521.1,513.7,421.7,Distrito Federal,1,1,F
2015,18.0,635.9,527.0,609.1,526.3,Bahia,1,1,M
2015,20.0,538.9,486.0,523.3,460.5,Rio Grande do Sul,1,1,F
2015,22.0,564.7,449.8,,,Pará,1,0,F
2015,34.0,494.1,428.9,439.1,469.2,Paraíba,1,1,M
2015,24.0,547.2,419.2,496.5,471.1,Alagoas,1,1,M
2015,18.0,593.0,461.6,577.5,416.7,Goiás,1,1,F
2015,39.0,,,,,Amazonas,0,0,F
2015,20.0,567.2,436.6,437.5,470.5,Bahia,1,1,F
2015,27.0,,,,,Pernambuco,0,0,M
2015,29.0,505.7,462.7,520.0,401.6,Distrito Federal,1,1,F
2015,23.0,532.5,378.2,492.2,449.3,Paraná,1,1,F
2015,23.0,647.6,531.7,663.4,625.0,Bahia,1,1,F
2015,19.0,625.8,473.0,618.9,424.1,Maranhão,1,1,F
2015,17.0,627.7,530.8,512.5,485.6,Pará,1,1,M
2015,25.0,,,,,Minas Gerais,0,0,M
2015,18.0,456.2,371.8,438.6,377.7,Pernambuco,1,1,M
2015,18.0,607.5,449.6,493.7,408.2,Pernambuco,1,1,M
2015,30.0,633.3,427.7,617.0,479.5,Pará,1,1,M
2015,18.0,522.8,446.2,410.9,565.2,Pernambuco,1,1,M
2015,19.0,617.0,441.4,598.0,467.2,Pará,1,1,M
2015,18.0,573.4,362.8,399.8,533.0,Distrito Federal,1,1,F
2015,20.0,552.0,467.3,521.9,410.7,Rio de Janeiro,1,1,M
2015,19.0,499.4,439.2,534.9,503.0,São Paulo,1,1,F
2015,36.0,,,,,São Paulo,0,0,F
2015,17.0,569.2,437.8,448.7,424.3,Espírito Santo,1,1,M
2015,18.0,525.6,406.2,493.1,427.0,São Paulo,1,1,M
2015,31.0,,,,,Minas Gerais,0,0,F
2015,52.0,533.1,534.8,561.7,436.2,São Paulo,1,1,F
2015,21.0,575.0,501.2,482.5,382.8,São Paulo,1,1,F
2015,15.0,620.7,450.3,551.9,488.5,Bahia,1,1,F
2015,24.0,,,,,Distrito Federal,0,0,F
2015,19.0,436.1,354.5,435.0,386.7,Rio Grande do Sul,1,1,F
2015,20.0,626.8,551.6,554.0,582.1,Rio Grande do Sul,1,1,M
2015,17.0,595.6,529.6,480.0,439.2,Mato Grosso,1,1,F
2015,17.0,648.9,578.9,607.6,730.1,Ceará,1,1,F
2015,16.0,546.7,497.9,552.2,347.8,Bahia,1,1,F
2015,20.0,599.5,493.7,482.0,433.1,Espírito Santo,1,1,F
2015,20.0,,,,,Rio de Janeiro,0,0,F
2015,17.0,574.6,604.3,588.8,700.8,São Paulo,1,1,M
2015,20.0,,,,,Paraná,0,0,F
2015,29.0,494.8,403.2,425.9,396.1,Bahia,1,1,F
2015,25.0,,,,,Ceará,0,0,F
2015,17.0,623.7,475.9,530.0,373.0,Rio Grande do Norte,1,1,M
2015,42.0,581.5,450.1,456.4,355.9,Rio Grande do Sul,1,1,M
2015,34.0,669.8,564.4,544.6,706.3,Pará,1,1,M
2015,27.0,,,,,Minas Gerais,0,0,M
2015,21.0,645.4,635.8,636.7,729.2,Minas Gerais,1,1,F
2015,20.0,,,,,Bahia,0,0,F
2015,22.0,590.0,545.2,607.6,585.9,São Paulo,1,1,M
2015,18.0,621.3,562.4,569.5,481.9,Bahia,1,1,F
2015,22.0,482.2,453.1,541.7,427.6,São Paulo,1,1,F
2015,15.0,607.3,545.4,538.6,405.5,Pará,1,1,M
2015,34.0,571.9,399.2,491.6,376.8,Distrito Federal,1,1,M
2015,39.0,590.2,482.9,540.7,397.1,Rio de Janeiro,1,1,F
2015,18.0,605.5,443.1,514.2,608.7,Pernambuco,1,1,F
2015,24.0,,,,,Minas Gerais,0,0,F
2015,21.0,,,,,Bahia,0,0,M
2015,21.0,435.4,451.9,502.1,371.8,Mato Grosso do Sul,1,1,M
2015,18.0,626.0,467.0,633.4,552.7,São Paulo,1,1,F
2015,19.0,541.9,350.1,555.7,451.7,Minas Gerais,1,1,F
2015,37.0,670.1,633.1,542.3,521.2,Minas Gerais,1,1,M
2015,33.0,657.6,614.9,679.8,631.9,Rio Grande do Sul,1,1,F
2015,18.0,561.4,479.4,570.6,512.4,Rio de Janeiro,1,1,F
2015,24.0,601.9,507.4,605.8,521.3,São Paulo,1,1,F
2015,45.0,,,,,Paraná,0,0,M
2015,17.0,622.6,585.9,549.9,615.1,Rio de Janeiro,1,1,M
2015,31.0,,,,,São Paulo,0,0,F
2015,21.0,644.8,556.2,504.9,412.5,Pará,1,1,M
2015,18.0,588.3,504.7,467.3,359.7,Goiás,1,1,M
2015,17.0,476.3,435.8,542.2,484.9,São Paulo,1,1,M
2015,28.0,615.8,438.3,565.7,413.6,Minas Gerais,1,1,M
2015,34.0,,,,,Minas Gerais,0,0,M
2015,16.0,503.7,406.7,464.2,435.6,Pernambuco,1,1,F
2015,20.0,644.6,536.4,581.6,531.1,Paraíba,1,1,F
2015,26.0,571.8,508.7,489.3,483.3,Roraima,1,1,M
2015,37.0,588.4,508.6,503.2,320.9,Bahia,1,1,F
2015,17.0,585.3,486.0,613.0,433.1,Ceará,1,1,F
2015,19.0,610.3,563.2,569.8,509.5,São Paulo,1,1,F
2015,19.0,,,,,Pernambuco,0,0,F
2015,20.0,629.1,506.1,633.6,440.6,Bahia,1,1,M
2015,19.0,527.5,472.2,472.8,563.1,Rio de Janeiro,1,1,M
2015,26.0,598.5,494.8,542.1,429.0,Distrito Federal,1,1,M
2015,28.0,624.7,459.4,571.4,538.8,Pernambuco,1,1,M
2015,26.0,,,,,Minas Gerais,0,0,F
2015,38.0,554.4,409.4,506.9,345.0,Minas Gerais,1,1,F
2015,21.0,522.9,466.7,498.4,436.8,Alagoas,1,1,F
2015,41.0,608.3,472.8,554.5,537.8,Distrito Federal,1,1,M
2015,31.0,573.4,437.6,526.0,382.2,Paraná,1,1,F
2015,27.0,553.0,541.0,553.2,333.0,Goiás,1,1,F
2015,27.0,,,,,Tocantins,0,0,F
2015,18.0,602.6,503.5,547.1,509.6,Rio Grande do Norte,1,1,M
2015,18.0,655.9,645.8,360.8,659.1,São Paulo,1,1,F
2015,26.0,592.4,525.9,519.7,509.0,São Paulo,1,1,M
2015,25.0,,,,,Goiás,0,0,M
2015,25.0,636.6,489.6,582.4,453.8,São Paulo,1,1,M
2015,17.0,574.4,456.3,557.8,546.9,Rio Grande do Sul,1,1,F
2015,19.0,496.3,433.6,431.1,461.6,Minas Gerais,1,1,F
2015,18.0,560.0,450.0,561.6,628.3,Minas Gerais,1,1,F
2015,27.0,646.1,556.0,621.6,498.1,Rio de Janeiro,1,1,M
2015,20.0,529.5,442.1,531.2,429.8,São Paulo,1,1,F
2015,19.0,624.4,601.5,611.3,383.3,São Paulo,1,1,F
2015,26.0,534.2,505.7,555.3,401.6,Pará,1,1,F
2015,19.0,680.2,553.0,590.3,533.5,Minas Gerais,1,1,F
2015,18.0,658.0,603.9,623.6,681.3,Ceará,1,1,M
2015,22.0,508.3,433.0,474.2,431.7,Goiás,1,1,F
2015,27.0,629.3,572.1,578.3,658.2,Minas Gerais,1,1,F
2015,26.0,,,,,Minas Gerais,0,0,F
2015,28.0,536.9,375.5,493.3,435.3,Paraíba,1,1,M
2015,21.0,629.7,457.4,548.5,531.1,São Paulo,1,1,F
2015,32.0,655.2,491.5,551.8,340.2,Rio Grande do Sul,1,1,F
2015,21.0,633.5,549.6,621.4,535.7,Santa Catarina,1,1,F
2015,21.0,642.0,557.1,640.3,577.8,Goiás,1,1,F
2015,34.0,619.7,396.7,,,Rio Grande do Sul,1,0,F
2015,19.0,599.7,548.8,566.5,374.8,Pernambuco,1,1,F
2015,23.0,615.1,436.8,534.0,482.3,Rio de Janeiro,1,1,F
2015,17.0,723.7,672.9,753.1,888.0,São Paulo,1,1,M
2015,30.0,,,,,Espírito Santo,0,0,M
2015,25.0,574.7,488.2,521.0,483.4,Paraná,1,1,F
2015,18.0,565.7,504.6,553.5,498.7,Pará,1,1,F
2015,18.0,489.5,400.6,485.9,356.8,Bahia,1,1,F
2015,20.0,608.8,498.7,441.6,381.1,Tocantins,1,1,M
2015,27.0,,,,,Rio Grande do Norte,0,0,M
2015,23.0,627.7,551.4,629.3,617.8,Ceará,1,1,F
2015,19.0,633.2,577.0,573.0,555.4,Bahia,1,1,F
2015,19.0,608.0,468.4,577.0,362.3,São Paulo,1,1,F
2015,19.0,625.8,467.6,564.2,464.4,São Paulo,1,1,M
2015,19.0,614.9,407.8,567.6,394.2,Rio de Janeiro,1,1,M
2015,26.0,522.6,416.6,522.9,418.2,Maranhão,1,1,M
2015,23.0,599.2,504.5,530.6,360.0,Bahia,1,1,F
2015,45.0,547.4,460.9,475.0,418.6,São Paulo,1,1,M
2015,35.0,585.0,431.3,445.7,494.7,São Paulo,1,1,M
2015,18.0,603.4,497.0,593.5,535.8,Rio Grande do Norte,1,1,M
2015,33.0,,,,,Rio de Janeiro,0,0,F
2015,40.0,,,,,Minas Gerais,0,0,M
2015,18.0,682.7,567.8,613.6,562.8,Bahia,1,1,M
2015,20.0,576.0,472.9,504.1,484.3,Rio Grande do Sul,1,1,F
2015,23.0,,,,,São Paulo,0,0,F
2015,21.0,683.5,570.1,551.6,440.6,Rio de Janeiro,1,1,M
2015,27.0,594.9,535.9,558.8,551.3,Rio Grande do Sul,1,1,F
2015,20.0,593.2,480.1,433.2,410.7,Mato Grosso,1,1,M
2015,19.0,651.7,600.6,532.8,643.0,Maranhão,1,1,M
2015,27.0,611.9,509.0,466.0,422.6,Rio Grande do Sul,1,1,F
2015,22.0,616.6,510.8,560.0,589.9,São Paulo,1,1,M
2015,17.0,546.7,471.2,503.0,375.9,Mato Grosso do Sul,1,1,M
2015,19.0,664.0,654.6,610.2,736.7,Pará,1,1,F
2015,22.0,672.3,596.8,636.3,722.8,Bahia,1,1,F
2015,23.0,526.6,465.1,516.0,343.8,Paraná,1,1,F
2015,26.0,569.2,496.4,528.9,421.4,São Paulo,1,1,F
2015,27.0,603.0,452.7,494.2,403.5,Minas Gerais,1,1,F
2015,22.0,,,,,Mato Grosso do Sul,0,0,F
2015,17.0,543.6,423.2,526.8,390.5,Rio de Janeiro,1,1,F
2015,32.0,,,,,Pernambuco,0,0,F
2015,20.0,574.5,480.5,491.8,318.5,São Paulo,1,1,F
2015,34.0,,,,,Rio Grande do Sul,0,0,F
2015,25.0,659.5,564.5,601.9,461.5,Rio de Janeiro,1,1,F
2015,22.0,,,,,Espírito Santo,0,0,M
2015,19.0,516.2,476.8,448.1,394.8,São Paulo,1,1,M
2015,37.0,664.1,659.1,577.0,608.0,Minas Gerais,1,1,M
2015,30.0,625.0,544.7,610.7,431.1,São Paulo,1,1,F
2015,18.0,435.7,434.8,481.9,432.1,Bahia,1,1,F
2015,25.0,720.2,670.9,625.8,584.7,São Paulo,1,1,F
2015,21.0,,,,,Paraná,0,0,F
2015,17.0,601.2,549.8,539.2,551.6,Bahia,1,1,M
2015,23.0,,,,,Amazonas,0,0,F
2015,21.0,602.3,464.2,430.0,422.9,Tocantins,1,1,F
2015,25.0,606.0,480.8,,,Piauí,1,0,M
2015,23.0,599.0,476.1,561.4,439.3,Minas Gerais,1,1,F
2015,19.0,554.3,527.3,486.8,428.7,Rio Grande do Norte,1,1,F
2015,19.0,607.0,511.8,488.1,402.7,Maranhão,1,1,F
2015,25.0,,,,,Ceará,0,0,M
2015,29.0,538.1,400.9,531.9,535.0,Bahia,1,1,M
2015,46.0,481.4,456.5,526.1,413.5,Distrito Federal,1,1,F
2015,22.0,567.1,425.1,536.1,445.6,Paraná,1,1,F
2015,19.0,564.1,411.3,519.1,418.1,Rio Grande do Sul,1,1,F
2015,18.0,663.1,586.3,604.2,523.0,Minas Gerais,1,1,F
2015,34.0,598.9,574.8,558.8,589.8,São Paulo,1,1,F
2015,27.0,550.8,475.4,560.3,428.5,Rio Grande do Sul,1,1,F
2015,27.0,563.2,444.9,,,São Paulo,1,0,M
2015,32.0,622.0,465.1,506.5,414.6,Minas Gerais,1,1,F
2015,19.0,525.3,494.3,344.4,473.8,Minas Gerais,1,1,M
2015,20.0,594.9,421.1,524.1,512.3,Espírito Santo,1,1,F
2015,20.0,,,,,Bahia,0,0,F
2015,20.0,,,,,São Paulo,0,0,M
2015,29.0,632.0,477.4,566.4,586.8,Pernambuco,1,1,F
2015,21.0,524.6,492.6,452.7,367.0,Paraná,1,1,F
2015,18.0,548.3,484.3,568.9,532.0,São Paulo,1,1,F
2015,25.0,457.8,484.8,343.0,328.2,Ceará,1,1,F
2015,49.0,623.1,560.9,540.2,448.4,Rio de Janeiro,1,1,M
2015,18.0,611.0,576.5,554.1,565.5,São Paulo,1,1,F
2015,27.0,620.7,540.0,471.7,431.8,Minas Gerais,1,1,M
2015,52.0,602.4,545.6,553.7,501.7,São Paulo,1,1,M
2015,27.0,595.1,427.3,536.5,477.4,Bahia,1,1,F
2015,20.0,718.3,661.0,628.5,711.5,Minas Gerais,1,1,M
2015,19.0,407.4,428.6,440.2,418.4,Rio Grande do Norte,1,1,F
2015,19.0,689.6,624.2,617.6,632.4,Pará,1,1,F
2015,22.0,554.0,427.2,458.7,366.1,Espírito Santo,1,1,M
2015,25.0,,,,,São Paulo,0,0,M
2015,19.0,460.7,488.7,548.8,316.7,Goiás,1,1,F
2015,19.0,565.7,445.0,492.4,407.9,Pernambuco,1,1,M
2015,34.0,,,,,São Paulo,0,0,M
2015,22.0,623.9,400.6,565.6,404.7,São Paulo,1,1,F
2015,18.0,511.0,422.5,516.0,348.8,Bahia,1,1,F
2015,48.0,,,,,Ceará,0,0,F
2015,31.0,626.7,502.5,593.5,376.1,Paraná,1,1,F
2015,18.0,563.9,537.3,525.1,385.0,Minas Gerais,1,1,M
2015,21.0,546.4,544.0,565.8,609.4,Mato Grosso do Sul,1,1,F
2015,18.0,540.8,503.1,549.3,532.8,Goiás,1,1,F
2015,27.0,551.0,549.0,538.3,488.1,Minas Gerais,1,1,F
2015,21.0,626.6,463.1,526.4,433.3,Rio de Janeiro,1,1,F
2015,17.0,683.5,619.5,600.9,779.4,Ceará,1,1,F
2015,29.0,604.9,510.4,551.2,494.0,Rio de Janeiro,1,1,M
2015,22.0,545.7,401.3,547.6,477.7,Pará,1,1,F
2015,19.0,628.6,562.2,575.6,560.0,São Paulo,1,1,F
2015,36.0,,,,,Goiás,0,0,M
2015,21.0,666.1,528.9,638.9,579.8,Minas Gerais,1,1,F
2015,21.0,532.7,415.5,423.2,428.0,Goiás,1,1,F
2015,18.0,546.7,427.9,404.8,436.0,Pernambuco,1,1,F
2015,33.0,,,,,Distrito Federal,0,0,F
2015,14.0,451.1,469.6,381.8,415.5,Ceará,1,1,M
2015,41.0,,,,,São Paulo,0,0,M
2015,21.0,568.5,428.4,590.9,519.7,Rio Grande do Sul,1,1,M
2015,20.0,718.4,652.3,597.2,570.7,Paraná,1,1,M
2015,17.0,563.1,464.8,513.6,580.8,São Paulo,1,1,F
2015,22.0,611.9,520.1,596.4,596.2,Rio Grande do Norte,1,1,F
2015,25.0,595.7,513.0,594.0,513.2,Rio Grande do Sul,1,1,F
2015,21.0,710.0,600.5,659.6,643.0,Pará,1,1,M
2015,27.0,730.7,581.5,649.8,590.9,Pernambuco,1,1,M
2015,16.0,617.2,489.0,553.9,622.5,Piauí,1,1,M
2015,19.0,614.0,434.9,561.5,502.8,Minas Gerais,1,1,F
2015,21.0,,,,,Santa Catarina,0,0,F
2015,36.0,,,,,Ceará,0,0,F
2015,27.0,,,,,Rio Grande do Sul,0,0,F
2015,33.0,,,,,Rio Grande do Sul,0,0,F
2015,20.0,468.8,507.5,500.7,465.8,São Paulo,1,1,F
2015,17.0,574.3,561.8,532.4,739.9,Pernambuco,1,1,M
2015,40.0,,,,,Bahia,0,0,M
2015,17.0,532.8,436.8,522.2,459.8,Rio de Janeiro,1,1,F
2015,47.0,570.6,525.2,464.4,437.3,São Paulo,1,1,F
2015,18.0,702.6,587.7,639.2,354.7,Rio de Janeiro,1,1,M
2015,29.0,554.3,498.6,448.2,441.7,Minas Gerais,1,1,M
2015,21.0,,,,,Paraná,0,0,F
2015,17.0,536.8,383.8,495.1,469.5,Rio Grande do Sul,1,1,F
2015,20.0,635.4,616.2,513.1,739.4,Minas Gerais,1,1,F
2015,22.0,,,,,Paraná,0,0,M
2015,20.0,517.1,475.8,429.1,431.4,São Paulo,1,1,F
2015,18.0,642.8,621.7,600.6,503.5,Santa Catarina,1,1,M
2015,19.0,565.5,340.4,457.0,578.1,São Paulo,1,1,M
2015,23.0,,,,,Minas Gerais,0,0,F
2015,20.0,630.6,517.8,595.9,651.9,Rio de Janeiro,1,1,F
2015,18.0,590.2,583.9,574.8,731.8,Bahia,1,1,M
2015,41.0,485.4,429.6,422.1,366.6,São Paulo,1,1,F
