NU_ANO,NU_IDADE,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_LC,NU_NOTA_MT,SG_UF_PROVA,TP_PRESENCA_D1,TP_PRESENCA_D2,TP_SEXO
2015,25.0,574.4,429.4,391.0,413.5,Minas Gerais,1,1,M
2015,17.0,625.7,487.5,584.5,480.5,Pará,1,1,F
2015,18.0,695.4,679.7,696.0,809.3,Pernambuco,1,1,F
2015,18.0,664.4,683.5,624.1,498.9,Rio de Janeiro,1,1,M
2015,21.0,605.9,509.5,522.0,353.1,Minas Gerais,1,1,F
2015,21.0,605.7,511.3,546.8,531.1,Alagoas,1,1,M
2015,18.0,614.4,568.4,561.3,414.4,São Paulo,1,1,M
2015,41.0,567.2,530.9,529.4,354.8,Ceará,1,1,F
2015,19.0,554.2,464.1,528.5,433.7,São Paulo,1,1,F
2015,25.0,594.4,474.8,526.2,529.2,Pernambuco,1,1,F
2015,20.0,521.6,478.3,488.2,349.0,Rio Grande do Sul,1,1,F
2015,18.0,,,,,São Paulo,0,0,M
2015,28.0,648.8,509.5,567.2,544.4,Rio Grande do Sul,1,1,F
2015,23.0,,,,,Bahia,0,0,F
2015,18.0,668.0,544.0,586.0,581.3,Minas Gerais,1,1,M
2015,24.0,580.7,513.2,520.4,418.7,Rio de Janeiro,1,1,F
2015,25.0,,,,,São Paulo,0,0,F
2015,22.0,552.9,471.3,548.8,445.8,Sergipe,1,1,F
2015,14.0,660.3,585.7,586.1,654.3,Ceará,1,1,M
2015,23.0,634.7,519.4,547.2,441.0,Rio Grande do Sul,1,1,M
2015,18.0,620.4,504.1,532.5,470.5,São Paulo,1,1,F
2015,19.0,485.8,383.9,501.7,396.1,Distrito Federal,1,1,F
2015,20.0,522.9,463.5,526.4,378.8,Pernambuco,1,1,F
2015,28.0,566.3,377.1,532.6,339.0,Paraná,1,1,F
2015,26.0,484.0,412.7,446.9,533.7,Minas Gerais,1,1,F
2015,20.0,,,,,Distrito Federal,0,0,M
2015,19.0,588.6,504.8,497.7,428.2,Paraná,1,1,M
2015,19.0,,,,,Rio Grande do Sul,0,0,M
2015,20.0,547.8,488.9,432.9,581.6,Rio Grande do Norte,1,1,M
2015,20.0,572.7,462.7,521.4,438.7,Rio Grande do Sul,1,1,F
2015,20.0,556.1,428.6,477.5,457.6,Bahia,1,1,F
2015,25.0,602.9,423.6,548.8,545.9,Minas Gerais,1,1,M
2015,24.0,677.2,690.0,582.8,643.5,Minas Gerais,1,1,M
2015,22.0,,,,,Santa Catarina,0,0,F
2015,22.0,604.4,489.5,533.8,326.4,Ceará,1,1,F
2015,24.0,604.5,504.6,,,Paraná,1,0,F
2015,16.0,639.9,506.8,575.0,481.9,São Paulo,1,1,F
2015,22.0,700.9,428.1,574.3,365.0,Bahia,1,1,F
2015,27.0,591.7,493.9,464.2,508.3,Minas Gerais,1,1,F
2015,17.0,568.1,395.9,576.1,447.4,São Paulo,1,1,M
2015,18.0,577.0,586.9,463.0,335.6,Pernambuco,1,1,M
2015,18.0,681.2,629.9,627.1,601.1,Bahia,1,1,M
2015,33.0,,,,,São Paulo,0,0,M
2015,30.0,,,,,Maranhão,0,0,F
2015,23.0,618.2,475.5,559.9,589.3,São Paulo,1,1,M
2015,19.0,582.7,646.1,519.1,832.9,Ceará,1,1,M
2015,47.0,577.0,428.2,490.8,446.2,São Paulo,1,1,M
2015,24.0,601.1,568.3,503.8,386.9,Bahia,1,1,M
2015,32.0,,,,,São Paulo,0,0,F
2015,16.0,611.0,539.6,565.3,511.0,Rio de Janeiro,1,1,M
2015,19.0,596.1,412.1,594.2,440.5,São Paulo,1,1,F
2015,27.0,630.6,544.0,556.2,460.5,Bahia,1,1,M
2015,19.0,538.2,417.1,508.7,346.6,Rio de Janeiro,1,1,F
2015,43.0,,,,,Bahia,0,0,F
2015,21.0,,,,,São Paulo,0,0,F
2015,21.0,616.4,559.8,488.9,507.3,Paraná,1,1,F
2015,19.0,609.8,513.6,521.4,676.8,Minas Gerais,1,1,M
2015,21.0,,,,,Rio Grande do Sul,0,0,F
2015,22.0,,,,,Bahia,0,0,F
2015,21.0,596.8,401.1,580.2,340.6,Paraíba,1,1,F
2015,39.0,,,,,Minas Gerais,0,0,F
2015,18.0,669.8,629.2,676.5,714.3,Alagoas,1,1,F
2015,18.0,601.4,476.4,534.2,543.0,Bahia,1,1,M
2015,25.0,,,,,Maranhão,0,0,F
2015,20.0,626.1,585.7,571.5,585.8,Bahia,1,1,M
2015,34.0,,,,,Minas Gerais,0,0,M
2015,40.0,684.1,561.4,621.7,506.6,Mato Grosso do Sul,1,1,M
2015,21.0,584.4,485.9,509.6,486.9,Goiás,1,1,F
2015,16.0,587.4,534.1,497.2,417.6,Rio Grande do Sul,1,1,M
2015,25.0,562.6,431.6,491.7,450.6,Paraná,1,1,M
2015,18.0,668.9,473.4,584.9,505.3,São Paulo,1,1,M
2015,21.0,609.9,443.5,552.1,516.4,Rio de Janeiro,1,1,M
2015,27.0,,,,,Mato Grosso,0,0,M
2015,28.0,647.4,718.4,623.8,731.0,São Paulo,1,1,F
2015,26.0,765.7,604.1,643.7,574.7,Pernambuco,1,1,M
2015,17.0,593.7,504.6,531.5,487.5,Rio Grande do Sul,1,1,F
2015,29.0,,,,,Rio de Janeiro,0,0,M
2015,31.0,496.2,380.3,385.7,467.6,Distrito Federal,1,1,M
2015,16.0,607.1,499.8,,,Pará,1,0,F
2015,18.0,615.0,592.8,596.4,642.8,Espírito Santo,1,1,F
2015,22.0,632.1,409.2,557.5,410.9,Ceará,1,1,F
2015,39.0,,,,,Minas Gerais,0,0,F
2015,22.0,497.3,485.8,510.0,461.0,São Paulo,1,1,F
2015,19.0,598.7,473.5,575.7,637.1,Ceará,1,1,M
2015,30.0,629.4,507.5,567.3,543.3,Bahia,1,1,M
2015,20.0,710.1,555.8,535.0,428.2,Pará,1,1,M
2015,22.0,603.5,507.2,426.3,489.1,São Paulo,1,1,M
2015,22.0,650.2,481.0,615.0,609.2,São Paulo,1,1,F
2015,23.0,610.3,524.9,572.0,380.0,Maranhão,1,1,F
2015,19.0,,,,,Pernambuco,0,0,M
2015,37.0,,,,,Mato Grosso do Sul,0,0,M
2015,18.0,668.9,667.5,589.6,735.3,Minas Gerais,1,1,M
2015,21.0,608.5,598.2,589.3,487.0,Rio de Janeiro,1,1,F
2015,26.0,604.6,494.8,549.9,423.4,São Paulo,1,1,M
2015,25.0,660.5,527.6,587.4,469.5,Rio de Janeiro,1,1,F
2015,18.0,517.9,378.4,498.5,460.5,Minas Gerais,1,1,M
2015,17.0,624.2,435.1,579.3,501.5,Rio Grande do Norte,1,1,M
2015,22.0,581.0,436.8,571.2,461.6,São Paulo,1,1,F
2015,16.0,611.6,445.5,597.4,548.4,Rio Grande do Sul,1,1,F
2015,34.0,623.2,457.9,560.1,409.0,Pernambuco,1,1,M
2015,21.0,473.8,364.3,440.2,473.9,Rio Grande do Norte,1,1,F
2015,36.0,598.2,480.7,481.9,461.2,Goiás,1,1,F
2015,18.0,538.8,420.4,506.2,521.2,Paraná,1,1,F
2015,22.0,637.3,447.6,618.4,423.5,São Paulo,1,1,F
2015,20.0,630.6,551.6,525.4,514.1,Bahia,1,1,M
2015,23.0,716.0,561.4,573.7,589.5,São Paulo,1,1,M
2015,16.0,582.0,517.0,499.3,558.3,Sergipe,1,1,F
2015,17.0,592.4,442.1,489.7,464.0,Rio de Janeiro,1,1,M
2015,20.0,517.1,475.3,516.9,486.0,Pernambuco,1,1,F
2015,17.0,689.0,492.2,610.2,659.8,São Paulo,1,1,F
2015,30.0,478.7,474.9,474.2,431.4,São Paulo,1,1,M
2015,19.0,557.8,458.0,550.9,497.1,Rio Grande do Norte,1,1,F
2015,26.0,598.5,488.9,552.5,551.2,Maranhão,1,1,M
2015,21.0,530.1,466.3,478.3,357.4,Bahia,1,1,F
2015,19.0,579.9,419.0,512.6,419.8,Ceará,1,1,F
2015,25.0,583.0,459.2,583.7,374.5,Goiás,1,1,F
2015,29.0,605.9,519.8,541.0,418.2,São Paulo,1,1,F
2015,21.0,,,,,Minas Gerais,0,0,F
2015,31.0,636.2,540.8,560.5,564.3,São Paulo,1,1,M
2015,37.0,,,,,Bahia,0,0,F
2015,16.0,506.2,425.2,486.0,330.5,São Paulo,1,1,F
2015,19.0,614.9,474.5,577.4,508.0,Minas Gerais,1,1,F
2015,23.0,635.4,510.5,564.2,458.6,Pernambuco,1,1,F
2015,17.0,612.9,601.0,641.7,580.2,São Paulo,1,1,M
2015,29.0,,,,,Bahia,0,0,F
2015,21.0,574.2,375.2,459.9,418.7,Goiás,1,1,M
2015,20.0,517.7,511.8,526.8,446.7,Santa Catarina,1,1,M
2015,30.0,591.2,482.8,560.9,376.3,Piauí,1,1,F
2015,19.0,625.5,571.3,555.2,633.2,Mato Grosso,1,1,M
2015,25.0,671.8,672.6,624.7,666.1,Paraíba,1,1,F
2015,19.0,541.5,465.3,545.5,479.9,Rio de Janeiro,1,1,F
2015,28.0,606.0,558.8,405.3,377.6,Rio Grande do Norte,1,1,M
2015,38.0,632.4,477.2,619.3,404.6,Bahia,1,1,F
2015,18.0,607.2,495.1,562.8,409.0,Minas Gerais,1,1,F
2015,18.0,595.6,532.7,547.9,633.5,São Paulo,1,1,M
2015,23.0,621.3,510.9,568.6,419.0,Minas Gerais,1,1,F
2015,23.0,,,,,São Paulo,0,0,M
2015,19.0,558.8,422.7,507.1,454.7,Bahia,1,1,F
2015,18.0,583.7,515.0,605.0,508.3,Ceará,1,1,F
2015,27.0,585.8,499.6,565.7,421.1,Paraná,1,1,M
2015,21.0,,,,,Espírito Santo,0,0,M
2015,26.0,585.5,476.0,537.0,488.5,Minas Gerais,1,1,F
2015,21.0,440.7,395.8,463.2,377.0,Pernambuco,1,1,M
2015,21.0,661.5,648.5,654.4,502.0,Pernambuco,1,1,F
2015,18.0,699.9,660.0,595.7,716.3,Rio de Janeiro,1,1,M
2015,33.0,,,,,Pernambuco,0,0,M
2015,23.0,605.5,563.7,571.6,547.8,Rio Grande do Sul,1,1,F
2015,19.0,601.3,435.7,592.2,500.4,Santa Catarina,1,1,F
2015,17.0,617.6,562.1,514.8,612.3,Goiás,1,1,M
2015,57.0,493.8,473.4,474.5,369.1,Pernambuco,1,1,F
2015,37.0,485.5,365.9,457.1,442.6,Rio Grande do Sul,1,1,F
2015,20.0,503.2,473.0,541.0,327.9,Rio de Janeiro,1,1,F
2015,19.0,,,,,Minas Gerais,0,0,F
2015,24.0,522.2,413.1,405.3,377.0,Rio Grande do Sul,1,1,M
2015,18.0,620.8,583.2,608.3,643.8,São Paulo,1,1,F
2015,21.0,,,,,São Paulo,0,0,M
2015,25.0,625.4,491.1,577.8,564.7,São Paulo,1,1,F
2015,36.0,614.7,479.5,605.2,434.1,Distrito Federal,1,1,F
2015,19.0,715.2,659.8,624.9,666.5,Distrito Federal,1,1,M
2015,28.0,566.2,377.5,,,Pernambuco,1,0,F
2015,18.0,648.4,585.6,600.8,703.0,Minas Gerais,1,1,F
2015,26.0,,,,,Minas Gerais,0,0,F
2015,14.0,564.9,521.1,499.2,370.2,Paraíba,1,1,M
2015,34.0,672.6,463.6,595.5,564.8,Piauí,1,1,M
2015,43.0,555.8,478.8,516.1,478.5,Pará,1,1,F
2015,20.0,589.7,512.0,562.7,430.7,Paraná,1,1,M
2015,16.0,550.8,481.4,470.3,371.5,São Paulo,1,1,F
2015,24.0,600.4,446.4,519.7,598.6,Rio Grande do Sul,1,1,F
2015,16.0,,,,,Mato Grosso do Sul,0,0,M
2015,20.0,437.9,416.7,375.4,324.7,Espírito Santo,1,1,F
2015,18.0,508.8,459.4,498.7,412.8,Goiás,1,1,M
2015,30.0,636.7,564.7,593.4,656.0,Paraná,1,1,F
2015,35.0,,,,,Minas Gerais,0,0,F
2015,20.0,558.6,510.8,550.9,490.4,São Paulo,1,1,M
2015,34.0,592.9,509.5,485.1,559.0,Rio de Janeiro,1,1,F
2015,20.0,618.2,519.6,500.5,493.7,Pernambuco,1,1,F
2015,20.0,629.9,583.5,565.2,521.0,Rio Grande do Norte,1,1,F
2015,31.0,,,,,Minas Gerais,0,0,M
2015,24.0,563.6,415.2,563.8,638.3,Minas Gerais,1,1,F
2015,22.0,651.5,590.4,580.1,333.7,Rio de Janeiro,1,1,M
2015,27.0,708.0,588.8,682.2,519.3,Santa Catarina,1,1,M
2015,22.0,,,,,Distrito Federal,0,0,M
2015,19.0,562.3,463.8,495.9,524.2,Paraná,1,1,M
2015,19.0,,,,,São Paulo,0,0,M
2015,17.0,641.4,481.1,573.3,545.7,Bahia,1,1,F
2015,37.0,546.4,412.3,437.0,413.2,Pernambuco,1,1,M
2015,23.0,600.3,505.7,598.5,496.0,Tocantins,1,1,F
2015,17.0,594.9,374.4,576.1,602.4,Paraná,1,1,F
2015,31.0,,,,,Bahia,0,0,F
2015,27.0,598.1,417.6,530.0,448.1,Pernambuco,1,1,F
2015,32.0,,,,,Pernambuco,0,0,F
2015,27.0,451.1,435.4,451.7,334.2,Alagoas,1,1,F
2015,26.0,562.9,384.5,440.4,381.1,Piauí,1,1,F
2015,16.0,542.6,505.2,491.6,427.7,Pará,1,1,M
2015,19.0,573.2,511.7,516.9,591.8,Ceará,1,1,F
2015,18.0,761.8,756.0,648.0,787.3,Bahia,1,1,M
2015,18.0,,,,,Minas Gerais,0,0,M
2015,28.0,,,,,Minas Gerais,0,0,F
2015,30.0,487.3,442.3,516.7,390.4,Bahia,1,1,F
2015,31.0,616.5,497.0,613.5,443.1,Minas Gerais,1,1,M
2015,20.0,,,,,Rio Grande do Sul,0,0,F
2015,21.0,552.4,460.0,490.7,386.3,Bahia,1,1,F
2015,21.0,608.1,450.1,528.7,534.2,Goiás,1,1,M
2015,30.0,589.4,512.9,566.3,348.6,Minas Gerais,1,1,F
2015,28.0,551.2,465.2,458.5,390.8,São Paulo,1,1,F
2015,20.0,579.4,540.9,495.9,468.2,São Paulo,1,1,F
2015,28.0,542.8,437.6,473.4,407.1,São Paulo,1,1,F
2015,29.0,,,,,Distrito Federal,0,0,F
2015,20.0,712.5,605.7,740.5,830.6,Paraná,1,1,M
2015,19.0,517.8,404.3,486.3,430.7,Minas Gerais,1,1,M
2015,16.0,558.7,382.2,498.0,523.5,São Paulo,1,1,F
2015,18.0,,,,,São Paulo,0,0,M
2015,27.0,579.5,531.0,,,Goiás,1,0,M
2015,18.0,680.9,538.9,646.5,487.3,Paraíba,1,1,M
2015,22.0,589.6,429.2,524.5,424.1,São Paulo,1,1,F
2015,17.0,,,,,Rio de Janeiro,0,0,M
2015,17.0,,,,,São Paulo,0,0,F
2015,33.0,465.6,344.1,495.9,409.9,Pernambuco,1,1,F
2015,20.0,694.7,660.2,607.6,772.2,Minas Gerais,1,1,M
2015,17.0,597.6,575.2,599.8,458.9,Bahia,1,1,F
2015,21.0,588.7,424.2,588.3,655.6,Rio de Janeiro,1,1,F
2015,29.0,549.7,494.2,475.5,647.1,Alagoas,1,1,M
2015,23.0,568.8,435.2,540.9,472.4,Sergipe,1,1,F
2015,19.0,,,,,Goiás,0,0,M
2015,31.0,545.7,404.7,458.9,339.0,Pará,1,1,F
2015,24.0,,,,,Santa Catarina,0,0,F
2015,20.0,,,,,Rio Grande do Sul,0,0,F
2015,18.0,578.8,519.0,572.0,487.9,Minas Gerais,1,1,F
2015,20.0,580.1,550.4,571.0,550.5,Minas Gerais,1,1,F
2015,22.0,606.9,500.7,485.5,472.4,Paraíba,1,1,F
2015,33.0,,,,,Mato Grosso,0,0,M
2015,53.0,523.9,402.5,470.6,546.1,Pernambuco,1,1,F
2015,17.0,412.5,384.5,491.2,434.6,Santa Catarina,1,1,F
2015,37.0,,,,,Bahia,0,0,F
2015,21.0,611.8,566.2,,,São Paulo,1,0,M
2015,18.0,608.2,527.6,559.4,514.3,São Paulo,1,1,F
2015,19.0,589.2,462.5,550.8,556.4,Paraná,1,1,F
2015,20.0,630.4,539.5,551.8,462.1,Pernambuco,1,1,M
2015,24.0,669.6,562.3,555.4,471.9,Bahia,1,1,F
2015,21.0,639.0,555.3,558.3,686.2,Rio de Janeiro,1,1,M
2015,26.0,678.9,615.0,628.0,627.8,Pernambuco,1,1,F
2015,17.0,534.8,479.4,493.9,378.3,Rio Grande do Sul,1,1,F
2015,27.0,,,,,São Paulo,0,0,M
2015,18.0,615.3,550.1,598.3,579.9,Minas Gerais,1,1,M
2015,19.0,640.9,584.3,525.6,467.1,Tocantins,1,1,M
2015,20.0,467.9,391.5,486.1,387.1,Rio de Janeiro,1,1,F
2015,22.0,564.2,409.6,480.5,552.3,Rio de Janeiro,1,1,F
2015,27.0,605.7,470.9,518.0,376.3,São Paulo,1,1,M
2015,18.0,607.3,532.8,566.0,535.0,São Paulo,1,1,M
2015,22.0,,,,,Paraná,0,0,F
2015,23.0,,,,,Minas Gerais,0,0,F
2015,18.0,510.5,496.3,507.5,392.4,São Paulo,1,1,F
2015,20.0,599.9,515.4,570.4,597.2,Paraíba,1,1,F
2015,22.0,531.5,468.3,522.0,319.3,Rio de Janeiro,1,1,M
2015,19.0,628.8,581.7,551.5,654.4,Rio Grande do Sul,1,1,M
2015,28.0,609.4,530.3,533.9,448.8,São Paulo,1,1,M
2015,18.0,552.1,466.0,358.8,455.0,Rio de Janeiro,1,1,F
2015,26.0,,,,,Paraíba,0,0,M
2015,23.0,607.6,488.3,563.6,463.6,Paraná,1,1,F
2015,19.0,,,,,Pará,0,0,M
2015,52.0,709.8,539.5,576.2,533.4,Rio de Janeiro,1,1,M
2015,18.0,,,,,São Paulo,0,0,M
2015,21.0,,,,,Goiás,0,0,F
2015,26.0,504.8,392.4,375.1,438.8,Distrito Federal,1,1,F
2015,21.0,577.5,410.4,521.2,412.8,Bahia,1,1,F
2015,20.0,,,,,Rio Grande do Sul,0,0,M
2015,36.0,,,,,Rio de Janeiro,0,0,M
2015,21.0,678.2,688.4,628.2,873.2,Pernambuco,1,1,M
2015,16.0,655.1,558.3,545.4,576.5,Pernambuco,1,1,M
2015,21.0,697.4,600.8,605.3,465.6,Rio de Janeiro,1,1,F
2015,19.0,,,,,Mato Grosso,0,0,F
2015,21.0,600.1,519.5,600.3,717.6,Paraíba,1,1,F
2015,19.0,601.3,487.1,599.7,600.3,Minas Gerais,1,1,F
2015,18.0,639.3,649.1,591.8,660.4,Rio Grande do Sul,1,1,M
2015,21.0,567.7,479.1,,,Paraná,1,0,M
2015,32.0,,,,,Piauí,0,0,F
2015,34.0,670.4,600.1,,,Minas Gerais,1,0,M
2015,27.0,546.7,400.9,375.8,407.0,Piauí,1,1,F
2015,18.0,696.4,662.5,607.2,714.2,Minas Gerais,1,1,F
2015,50.0,597.8,434.6,420.4,436.0,Goiás,1,1,M
2015,17.0,600.7,448.5,597.0,584.0,Rio de Janeiro,1,1,F
2015,18.0,583.1,496.0,460.3,513.5,Piauí,1,1,M
2015,22.0,730.9,647.5,578.7,453.8,Rio de Janeiro,1,1,M
2015,20.0,578.3,425.3,497.7,488.8,Bahia,1,1,F
2015,29.0,561.1,385.7,403.8,394.7,Rio de Janeiro,1,1,F
2015,24.0,728.0,594.5,676.4,531.6,Ceará,1,1,F
2015,21.0,544.8,443.2,447.0,411.1,Goiás,1,1,F
2015,34.0,625.9,506.0,556.8,398.2,Pernambuco,1,1,M
2015,22.0,,,,,Amazonas,0,0,M
2015,20.0,648.0,551.5,564.7,439.6,Ceará,1,1,F
2015,22.0,528.6,535.8,412.5,365.2,Bahia,1,1,F
2015,18.0,570.5,413.1,551.4,462.0,Distrito Federal,1,1,F
2015,27.0,,,,,São Paulo,0,0,M
2015,18.0,,,,,Espírito Santo,0,0,M
2015,23.0,,,,,Minas Gerais,0,0,F
2015,23.0,563.5,455.3,466.3,395.1,Alagoas,1,1,M
2015,18.0,623.5,555.9,581.1,671.2,São Paulo,1,1,F
2015,28.0,,,,,Rio de Janeiro,0,0,M
2015,40.0,570.4,445.9,468.7,406.3,Minas Gerais,1,1,F
2015,25.0,639.3,532.4,624.7,619.1,Minas Gerais,1,1,M
2015,20.0,606.9,561.9,553.7,675.1,Minas Gerais,1,1,F
2015,33.0,645.8,453.2,554.4,553.4,Goiás,1,1,F
2015,23.0,653.2,551.0,599.2,459.5,Amazonas,1,1,M
2015,31.0,,,,,São Paulo,0,0,F
2015,21.0,613.6,453.2,509.1,578.9,Minas Gerais,1,1,M
2015,18.0,576.2,494.4,570.0,438.7,São Paulo,1,1,M
2015,21.0,493.7,452.8,398.7,318.2,Maranhão,1,1,M
2015,24.0,698.6,583.9,608.7,683.7,Espírito Santo,1,1,F
2015,19.0,591.2,587.3,542.9,436.4,Pernambuco,1,1,M
2015,22.0,419.9,490.3,400.6,346.7,Pará,1,1,M
2015,38.0,552.1,445.3,350.6,356.5,Maranhão,1,1,F
2015,22.0,594.5,549.9,579.1,417.9,São Paulo,1,1,F
2015,16.0,592.5,387.7,566.4,563.4,Espírito Santo,1,1,M
2015,31.0,,,,,Espírito Santo,0,0,F
2015,23.0,541.5,378.1,513.3,353.4,Paraíba,1,1,F
2015,18.0,580.7,550.1,568.4,533.2,São Paulo,1,1,F
2015,25.0,681.9,570.4,632.2,350.8,São Paulo,1,1,M
2015,26.0,,,,,Espírito Santo,0,0,M
2015,30.0,617.8,425.0,382.5,400.0,Pernambuco,1,1,M
2015,25.0,743.7,679.5,632.7,749.8,Rio de Janeiro,1,1,F
2015,18.0,552.0,443.7,508.8,408.2,Bahia,1,1,F
2015,20.0,599.2,526.2,545.6,535.1,Espírito Santo,1,1,M
2015,26.0,587.6,428.1,512.2,362.3,Minas Gerais,1,1,M
2015,22.0,537.1,404.7,548.5,484.1,São Paulo,1,1,F
2015,21.0,611.1,604.0,600.8,559.0,Bahia,1,1,F
2015,23.0,525.7,419.1,457.1,423.3,Ceará,1,1,F
2015,24.0,613.1,497.1,531.2,588.6,Ceará,1,1,M
2015,17.0,588.3,402.4,526.2,521.8,Maranhão,1,1,M
2015,18.0,480.0,474.8,496.5,415.6,Pará,1,1,F
2015,22.0,538.4,476.3,507.9,463.1,Rio Grande do Sul,1,1,F
2015,37.0,640.7,511.0,571.7,467.0,Maranhão,1,1,F
2015,18.0,629.8,535.2,541.2,638.3,São Paulo,1,1,M
2015,22.0,609.3,549.7,551.7,361.4,Rio Grande do Sul,1,1,F
2015,27.0,605.9,432.8,487.7,337.3,Rio Grande do Sul,1,1,M
2015,17.0,603.2,549.1,542.2,396.8,São Paulo,1,1,M
2015,43.0,601.1,540.8,492.9,524.7,Rio de Janeiro,1,1,F
2015,27.0,589.7,497.1,475.3,444.2,São Paulo,1,1,M
2015,18.0,578.2,531.7,534.0,634.9,Goiás,1,1,F
2015,19.0,618.7,453.3,592.8,328.8,São Paulo,1,1,F
2015,53.0,591.9,436.0,511.1,330.0,Maranhão,1,1,M
2015,25.0,617.4,514.6,547.3,391.5,Minas Gerais,1,1,F
2015,25.0,624.0,511.4,550.5,575.3,Bahia,1,1,F
2015,45.0,,,,,Paraná,0,0,M
2015,50.0,556.0,427.1,448.2,324.8,Ceará,1,1,F
2015,19.0,564.9,521.9,528.0,434.2,Maranhão,1,1,M
2015,39.0,684.2,568.5,625.1,497.3,Pernambuco,1,1,M
2015,18.0,,,,,Rio Grande do Sul,0,0,F
2015,31.0,730.4,693.7,716.4,917.3,Minas Gerais,1,1,M
2015,17.0,649.9,620.0,628.4,540.7,Santa Catarina,1,1,F
2015,18.0,504.9,491.6,515.9,486.6,São Paulo,1,1,F
2015,20.0,520.5,446.1,484.6,474.7,Rio de Janeiro,1,1,F
2015,16.0,588.7,454.1,593.8,479.4,Pernambuco,1,1,F
2015,18.0,578.9,518.6,544.6,630.0,Espírito Santo,1,1,F
2015,18.0,,,,,Minas Gerais,0,0,F
2015,28.0,567.7,405.7,421.5,391.0,São Paulo,1,1,F
2015,20.0,624.1,504.7,602.7,413.8,Distrito Federal,1,1,F
2015,19.0,608.0,491.7,611.9,484.2,Rio Grande do Sul,1,1,F
2015,19.0,,,,,Goiás,0,0,F
2015,17.0,638.8,619.0,649.5,801.0,Rio de Janeiro,1,1,M
2015,33.0,539.9,510.8,510.6,491.2,Paraná,1,1,F
2015,17.0,563.2,567.3,551.2,528.7,São Paulo,1,1,M
2015,31.0,,,,,Rio Grande do Norte,0,0,M
2015,19.0,,,,,São Paulo,0,0,F
2015,25.0,671.0,477.8,597.9,531.3,Rio de Janeiro,1,1,M
2015,19.0,536.8,453.3,487.9,404.6,Goiás,1,1,F
2015,27.0,,,,,Distrito Federal,0,0,F
2015,24.0,,,,,Acre,0,0,M
2015,20.0,645.2,583.1,570.5,609.0,Paraná,1,1,F
2015,28.0,,,,,Acre,0,0,M
2015,19.0,605.7,457.3,561.2,456.3,Pernambuco,1,1,M
2015,27.0,625.7,483.7,572.2,480.5,Alagoas,1,1,F
2015,27.0,669.1,537.4,565.2,400.6,Rio Grande do Norte,1,1,M
2015,21.0,536.1,420.3,309.9,424.6,Minas Gerais,1,1,M
2015,18.0,636.0,560.7,550.6,571.7,Minas Gerais,1,1,M
2015,20.0,559.8,531.5,502.3,364.1,Minas Gerais,1,1,F
2015,24.0,544.3,520.9,526.2,408.6,Paraná,1,1,M
2015,22.0,660.3,629.9,633.3,685.4,São Paulo,1,1,F
2015,23.0,626.1,595.1,623.0,534.4,São Paulo,1,1,M
2015,19.0,676.8,545.5,525.9,721.4,Ceará,1,1,M
2015,30.0,513.8,530.0,546.5,563.1,Tocantins,1,1,F
2015,31.0,499.3,410.0,460.5,444.3,Maranhão,1,1,F
2015,21.0,620.0,558.7,533.1,525.3,Rio Grande do Sul,1,1,M
2015,17.0,443.3,471.2,475.1,464.4,Paraná,1,1,M
2015,22.0,542.9,484.2,505.0,369.7,Rondônia,1,1,F
2015,23.0,619.3,549.3,561.5,450.8,Distrito Federal,1,1,M
2015,32.0,,,,,Ceará,0,0,F
2015,29.0,592.9,448.7,510.3,415.4,Alagoas,1,1,F
2015,24.0,620.6,512.7,589.1,527.0,Pernambuco,1,1,M
2015,18.0,514.8,459.3,459.6,386.1,Minas Gerais,1,1,M
2015,26.0,603.6,505.1,525.3,464.9,São Paulo,1,1,M
2015,20.0,676.1,483.9,640.0,509.1,Bahia,1,1,F
2015,34.0,622.4,544.2,557.9,453.4,São Paulo,1,1,F
2015,54.0,,,,,Pernambuco,0,0,M
2015,32.0,617.5,576.1,530.9,630.1,Bahia,1,1,M
2015,21.0,,,,,Minas Gerais,0,0,F
2015,17.0,522.6,448.2,512.3,441.2,Mato Grosso,1,1,F
2015,17.0,469.7,442.4,474.8,522.9,Minas Gerais,1,1,M
2015,20.0,631.9,441.4,564.1,519.2,Santa Catarina,1,1,F
2015,31.0,653.4,588.9,618.1,714.8,Rio de Janeiro,1,1,M
2015,24.0,,,,,Minas Gerais,0,0,F
2015,28.0,584.4,481.0,498.6,525.4,Rio de Janeiro,1,1,M
2015,21.0,506.8,405.0,508.5,377.3,Acre,1,1,F
2015,21.0,655.0,598.0,597.8,647.8,Pernambuco,1,1,F
2015,25.0,589.9,443.2,480.7,373.3,Pernambuco,1,1,F
2015,18.0,617.0,434.3,507.3,367.3,São Paulo,1,1,F
2015,33.0,,,,,Bahia,0,0,F
2015,34.0,572.7,537.6,381.3,472.5,Bahia,1,1,M
2015,22.0,563.0,441.1,562.0,424.6,Amazonas,1,1,F
2015,36.0,,,,,Goiás,0,0,F
2015,24.0,547.4,434.4,536.9,512.7,Ceará,1,1,F
2015,45.0,609.3,482.8,574.6,546.8,Minas Gerais,1,1,M
2015,26.0,,,,,Distrito Federal,0,0,F
2015,20.0,465.3,411.4,513.4,416.9,Minas Gerais,1,1,F
2015,18.0,601.2,548.3,621.8,476.9,Bahia,1,1,F
2015,27.0,503.5,367.2,,,Paraíba,1,0,F
